date,account_id,service,team,env,cost_usd
02-03-2025,2.22222E+11,Lambda,Core,prod,14.1
02-03-2025,1.11111E+11,S3,Core,staging,28.73
02-03-2025,1.11111E+11,RDS,Web,prod,106.39
02-03-2025,2.22222E+11,Lambda,Core,prod,34.52
02-03-2025,1.11111E+11,EC2,Data,prod,362.18
02-03-2025,3.33333E+11,EKS,Web,prod,163.86
02-03-2025,2.22222E+11,Lambda,Core,prod,6.67
03-03-2025,3.33333E+11,EC2,Data,prod,442.98
03-03-2025,3.33333E+11,RDS,Core,dev,26.8
03-03-2025,3.33333E+11,Lambda,Core,staging,2.57
03-03-2025,1.11111E+11,EKS,Web,dev,53.64
03-03-2025,1.11111E+11,EC2,Web,prod,407.52
03-03-2025,1.11111E+11,S3,Data,dev,18.22
03-03-2025,1.11111E+11,RDS,Web,dev,29.41
03-03-2025,1.11111E+11,RDS,Core,prod,157.95
04-03-2025,2.22222E+11,S3,Web,prod,126.41
04-03-2025,3.33333E+11,EC2,Web,prod,376.24
04-03-2025,3.33333E+11,Lambda,Core,prod,33.64
04-03-2025,3.33333E+11,Lambda,Data,staging,19.74
04-03-2025,3.33333E+11,EC2,Core,prod,370.61
04-03-2025,3.33333E+11,Lambda,Data,staging,15.5
04-03-2025,3.33333E+11,EKS,Web,prod,152.84
04-03-2025,2.22222E+11,Lambda,Data,prod,28.7
04-03-2025,2.22222E+11,EKS,Core,staging,93.16
04-03-2025,3.33333E+11,EKS,Data,prod,112.15
05-03-2025,1.11111E+11,EKS,Data,prod,116.73
05-03-2025,1.11111E+11,RDS,Web,prod,80.48
05-03-2025,3.33333E+11,RDS,Web,dev,34.28
05-03-2025,2.22222E+11,EKS,Core,staging,73.22
05-03-2025,3.33333E+11,Lambda,Core,prod,30.93
05-03-2025,2.22222E+11,EC2,Data,prod,409.52
06-03-2025,1.11111E+11,EC2,Data,dev,73.14
06-03-2025,3.33333E+11,EKS,Core,dev,19.13
06-03-2025,1.11111E+11,RDS,Web,staging,68.29
06-03-2025,1.11111E+11,S3,Data,dev,32.75
06-03-2025,2.22222E+11,EKS,Data,prod,133.87
06-03-2025,1.11111E+11,EKS,Web,prod,128.87
06-03-2025,1.11111E+11,S3,Web,prod,95.26
07-03-2025,2.22222E+11,EKS,Web,dev,60.09
07-03-2025,3.33333E+11,EKS,Data,prod,119.6
07-03-2025,1.11111E+11,EKS,Core,dev,54.2
07-03-2025,3.33333E+11,RDS,Data,prod,90.26
07-03-2025,2.22222E+11,EC2,Web,prod,352.08
07-03-2025,2.22222E+11,Lambda,Data,prod,18.94
08-03-2025,2.22222E+11,Lambda,Data,staging,4.66
08-03-2025,3.33333E+11,Lambda,Core,prod,45.66
08-03-2025,1.11111E+11,EKS,Data,staging,59.23
08-03-2025,2.22222E+11,Lambda,Data,staging,16.54
08-03-2025,1.11111E+11,Lambda,Web,prod,29.74
08-03-2025,1.11111E+11,EC2,Core,prod,382.41
08-03-2025,2.22222E+11,EKS,Web,prod,140.8
08-03-2025,3.33333E+11,Lambda,Core,prod,18.07
08-03-2025,3.33333E+11,RDS,Core,prod,91.48
08-03-2025,3.33333E+11,RDS,Web,prod,162.73
09-03-2025,3.33333E+11,EKS,Web,prod,133.21
09-03-2025,2.22222E+11,EC2,Data,prod,353.5
09-03-2025,1.11111E+11,EKS,Web,prod,115.3
09-03-2025,3.33333E+11,EC2,Web,prod,481.61
09-03-2025,3.33333E+11,Lambda,Web,prod,30.62
09-03-2025,1.11111E+11,Lambda,Data,prod,26.23
09-03-2025,3.33333E+11,Lambda,Data,prod,29.82
09-03-2025,3.33333E+11,S3,Core,prod,78.94
09-03-2025,3.33333E+11,EC2,Core,prod,283.76
09-03-2025,2.22222E+11,EKS,Core,prod,173.92
10-03-2025,2.22222E+11,Lambda,Web,dev,5.78
10-03-2025,3.33333E+11,EC2,Web,prod,429.14
10-03-2025,1.11111E+11,Lambda,Data,dev,15.34
10-03-2025,2.22222E+11,Lambda,Data,prod,44.75
10-03-2025,1.11111E+11,EKS,Web,prod,198.88
10-03-2025,2.22222E+11,RDS,Web,prod,158.82
10-03-2025,1.11111E+11,RDS,Web,prod,142.11
11-03-2025,2.22222E+11,S3,Web,staging,34.63
11-03-2025,2.22222E+11,EKS,Data,prod,89.41
11-03-2025,3.33333E+11,RDS,Data,prod,165.83
11-03-2025,3.33333E+11,Lambda,Data,dev,9.79
11-03-2025,2.22222E+11,RDS,Core,prod,83.51
11-03-2025,2.22222E+11,EC2,Data,dev,116.47
11-03-2025,3.33333E+11,RDS,Web,prod,151.12
11-03-2025,1.11111E+11,Lambda,Data,dev,0.65
12-03-2025,1.11111E+11,EC2,Web,staging,203.53
12-03-2025,1.11111E+11,S3,Core,staging,30.62
12-03-2025,3.33333E+11,S3,Web,prod,74.16
12-03-2025,1.11111E+11,EKS,Data,staging,109.64
12-03-2025,1.11111E+11,S3,Core,dev,5.76
12-03-2025,1.11111E+11,EKS,Web,dev,32.16
12-03-2025,2.22222E+11,EKS,Web,prod,133.62
12-03-2025,2.22222E+11,RDS,Data,prod,125.36
13-03-2025,3.33333E+11,Lambda,Core,prod,25.91
13-03-2025,3.33333E+11,EC2,Core,prod,374.7
13-03-2025,1.11111E+11,EC2,Data,staging,223.01
13-03-2025,1.11111E+11,RDS,Core,prod,55.61
13-03-2025,3.33333E+11,Lambda,Core,dev,13.06
13-03-2025,2.22222E+11,RDS,Data,dev,37.18
14-03-2025,3.33333E+11,EKS,Core,staging,103.62
14-03-2025,2.22222E+11,RDS,Core,staging,70.46
14-03-2025,2.22222E+11,S3,Web,prod,80.96
14-03-2025,2.22222E+11,S3,Core,staging,47.86
14-03-2025,2.22222E+11,Lambda,Web,staging,24.29
14-03-2025,1.11111E+11,Lambda,Web,dev,-11.19
14-03-2025,2.22222E+11,Lambda,Data,prod,10.22
14-03-2025,3.33333E+11,EC2,Core,dev,97.36
14-03-2025,2.22222E+11,RDS,Core,prod,83.56
14-03-2025,2.22222E+11,S3,Data,staging,78.99
15-03-2025,2.22222E+11,Lambda,Web,prod,17.97
15-03-2025,2.22222E+11,RDS,Web,prod,70.26
15-03-2025,3.33333E+11,EC2,Data,prod,365
15-03-2025,2.22222E+11,Lambda,Web,staging,-0.73
15-03-2025,3.33333E+11,EC2,Web,dev,101.47
15-03-2025,2.22222E+11,RDS,Web,prod,134.33
15-03-2025,1.11111E+11,EKS,Core,prod,104.02
15-03-2025,3.33333E+11,RDS,Data,staging,53.06
16-03-2025,3.33333E+11,S3,Core,staging,28.88
16-03-2025,3.33333E+11,EC2,Web,prod,363.95
16-03-2025,3.33333E+11,RDS,Core,dev,40.39
16-03-2025,1.11111E+11,EC2,Web,dev,149.63
16-03-2025,1.11111E+11,Lambda,Web,prod,28.43
16-03-2025,2.22222E+11,Lambda,Data,prod,60.02
16-03-2025,1.11111E+11,Lambda,Data,prod,5.31
16-03-2025,3.33333E+11,EKS,Core,prod,200.93
16-03-2025,3.33333E+11,EKS,Data,prod,93.21
17-03-2025,2.22222E+11,RDS,Web,prod,131.79
17-03-2025,2.22222E+11,EC2,Web,prod,335.57
17-03-2025,1.11111E+11,EC2,Data,prod,330.22
17-03-2025,1.11111E+11,Lambda,Core,dev,16.72
17-03-2025,1.11111E+11,EKS,Core,prod,181.56
17-03-2025,1.11111E+11,S3,Web,dev,17.18
17-03-2025,3.33333E+11,EKS,Data,dev,2.16
17-03-2025,2.22222E+11,EKS,Data,prod,59.58
17-03-2025,3.33333E+11,Lambda,Core,staging,17.12
17-03-2025,2.22222E+11,EC2,Core,dev,123.52
18-03-2025,3.33333E+11,S3,Web,dev,32.73
18-03-2025,1.11111E+11,EC2,Data,prod,330.14
18-03-2025,3.33333E+11,Lambda,Data,prod,27.67
18-03-2025,1.11111E+11,S3,Data,prod,95.72
18-03-2025,2.22222E+11,S3,Web,staging,25.52
18-03-2025,1.11111E+11,EKS,Web,staging,52.01
18-03-2025,1.11111E+11,S3,Core,prod,80.2
18-03-2025,3.33333E+11,EC2,Data,prod,386.16
18-03-2025,3.33333E+11,EC2,Core,staging,220.96
19-03-2025,2.22222E+11,S3,Web,prod,97.53
19-03-2025,1.11111E+11,S3,Web,dev,29.85
19-03-2025,1.11111E+11,Lambda,Data,prod,35.99
19-03-2025,3.33333E+11,RDS,Core,prod,93.17
19-03-2025,1.11111E+11,Lambda,Core,prod,10.81
19-03-2025,2.22222E+11,EC2,Web,dev,143.55
19-03-2025,3.33333E+11,S3,Web,staging,34.45
19-03-2025,3.33333E+11,EKS,Core,dev,31.27
19-03-2025,3.33333E+11,EKS,Web,prod,180.67
20-03-2025,2.22222E+11,S3,Data,prod,110.94
20-03-2025,3.33333E+11,EKS,Core,staging,95.77
20-03-2025,2.22222E+11,S3,Data,dev,25.2
20-03-2025,3.33333E+11,EKS,Data,prod,147.09
20-03-2025,1.11111E+11,EKS,Core,prod,121.85
20-03-2025,2.22222E+11,EC2,Data,staging,214.26
20-03-2025,1.11111E+11,Lambda,Web,staging,31.78
20-03-2025,1.11111E+11,RDS,Data,staging,57.36
20-03-2025,3.33333E+11,EC2,Core,prod,342.77
21-03-2025,3.33333E+11,Lambda,Core,prod,31.96
21-03-2025,2.22222E+11,RDS,Core,prod,129.17
21-03-2025,1.11111E+11,EC2,Web,dev,118.12
21-03-2025,2.22222E+11,S3,Web,prod,46.08
21-03-2025,1.11111E+11,EKS,Core,prod,154.42
21-03-2025,2.22222E+11,EKS,Data,prod,96.76
21-03-2025,2.22222E+11,RDS,Data,prod,186.7
21-03-2025,2.22222E+11,EKS,Core,staging,74.88
21-03-2025,3.33333E+11,EKS,Data,dev,23.23
21-03-2025,2.22222E+11,RDS,Data,prod,134.49
22-03-2025,3.33333E+11,S3,Core,prod,43.2
22-03-2025,3.33333E+11,Lambda,Web,prod,5.7
22-03-2025,1.11111E+11,S3,Data,prod,64.39
22-03-2025,3.33333E+11,S3,Data,prod,98.32
22-03-2025,3.33333E+11,RDS,Data,staging,36.39
22-03-2025,2.22222E+11,EKS,Data,prod,120.01
22-03-2025,2.22222E+11,S3,Core,staging,9.44
23-03-2025,1.11111E+11,Lambda,Web,dev,10.4
23-03-2025,3.33333E+11,EC2,Core,dev,105.08
23-03-2025,3.33333E+11,EC2,Core,prod,428.62
23-03-2025,3.33333E+11,S3,Core,staging,40.98
23-03-2025,1.11111E+11,S3,Web,prod,59.82
23-03-2025,1.11111E+11,Lambda,Web,staging,4.21
23-03-2025,3.33333E+11,EKS,Web,prod,136.61
23-03-2025,1.11111E+11,Lambda,Web,prod,35.03
23-03-2025,1.11111E+11,Lambda,Web,prod,15.22
24-03-2025,1.11111E+11,Lambda,Web,staging,17.82
24-03-2025,1.11111E+11,EC2,Core,prod,258.72
24-03-2025,1.11111E+11,S3,Web,prod,99.69
24-03-2025,2.22222E+11,RDS,Data,prod,147.24
24-03-2025,2.22222E+11,EKS,Web,prod,174.01
24-03-2025,3.33333E+11,S3,Data,staging,65.4
24-03-2025,1.11111E+11,EC2,Core,prod,335.55
24-03-2025,2.22222E+11,Lambda,Data,prod,25.18
25-03-2025,3.33333E+11,S3,Core,prod,77.83
25-03-2025,2.22222E+11,RDS,Web,dev,33.08
25-03-2025,1.11111E+11,Lambda,Core,prod,33.29
25-03-2025,3.33333E+11,Lambda,Data,prod,26.97
25-03-2025,1.11111E+11,RDS,Web,prod,84.06
25-03-2025,1.11111E+11,S3,Data,prod,121.99
26-03-2025,3.33333E+11,S3,Web,staging,32.18
26-03-2025,1.11111E+11,RDS,Core,prod,105.66
26-03-2025,3.33333E+11,EKS,Web,dev,47.8
26-03-2025,2.22222E+11,EKS,Web,prod,87.57
26-03-2025,3.33333E+11,EC2,Web,staging,181.62
26-03-2025,2.22222E+11,EC2,Core,prod,323.01
26-03-2025,1.11111E+11,RDS,Web,staging,86.36
27-03-2025,2.22222E+11,RDS,Core,prod,81.19
27-03-2025,2.22222E+11,EKS,Core,prod,153.35
27-03-2025,2.22222E+11,EKS,Core,staging,77.43
27-03-2025,3.33333E+11,EKS,Core,staging,87.54
27-03-2025,2.22222E+11,S3,Web,prod,97.61
27-03-2025,2.22222E+11,S3,Data,staging,29.32
27-03-2025,3.33333E+11,S3,Web,prod,72.33
27-03-2025,2.22222E+11,EC2,Core,prod,275.63
27-03-2025,2.22222E+11,EKS,Data,staging,91.28
27-03-2025,1.11111E+11,S3,Core,prod,79.4
28-03-2025,3.33333E+11,Lambda,Web,prod,30.1
28-03-2025,1.11111E+11,EC2,Data,prod,351.14
28-03-2025,3.33333E+11,Lambda,Data,staging,18.04
28-03-2025,1.11111E+11,RDS,Data,prod,136.62
28-03-2025,1.11111E+11,Lambda,Core,prod,19.48
28-03-2025,1.11111E+11,EKS,Core,prod,194.71
28-03-2025,2.22222E+11,RDS,Data,prod,109.94
28-03-2025,1.11111E+11,EKS,Data,prod,132.33
28-03-2025,2.22222E+11,EC2,Data,prod,400.57
29-03-2025,3.33333E+11,EKS,Web,prod,153.75
29-03-2025,2.22222E+11,EC2,Core,prod,372.71
29-03-2025,2.22222E+11,RDS,Web,prod,83.05
29-03-2025,2.22222E+11,EKS,Data,prod,197.9
29-03-2025,3.33333E+11,Lambda,Core,prod,55.26
29-03-2025,3.33333E+11,S3,Data,prod,99.65
29-03-2025,2.22222E+11,RDS,Data,staging,55.07
30-03-2025,3.33333E+11,S3,Data,prod,99.02
30-03-2025,2.22222E+11,RDS,Core,dev,30.34
30-03-2025,1.11111E+11,Lambda,Web,prod,40.61
30-03-2025,3.33333E+11,EC2,Web,prod,425.24
30-03-2025,3.33333E+11,S3,Data,staging,29.86
30-03-2025,3.33333E+11,EC2,Data,staging,150.87
30-03-2025,1.11111E+11,RDS,Core,prod,126.44
30-03-2025,1.11111E+11,EKS,Data,prod,108.76
30-03-2025,3.33333E+11,EKS,Web,prod,109.07
31-03-2025,3.33333E+11,EKS,Web,prod,126.3
31-03-2025,2.22222E+11,Lambda,Web,prod,22.6
31-03-2025,1.11111E+11,EC2,Core,staging,188
31-03-2025,2.22222E+11,S3,Web,prod,138.65
31-03-2025,3.33333E+11,EKS,Data,dev,36.58
31-03-2025,2.22222E+11,EC2,Core,prod,364.55
31-03-2025,1.11111E+11,Lambda,Web,prod,20.79
31-03-2025,3.33333E+11,Lambda,Core,prod,38.76
31-03-2025,2.22222E+11,EKS,Web,prod,242.71
31-03-2025,3.33333E+11,S3,Data,dev,37.57
01-04-2025,1.11111E+11,RDS,Data,dev,38.87
01-04-2025,1.11111E+11,EC2,Web,prod,332.45
01-04-2025,2.22222E+11,RDS,Data,staging,75.15
01-04-2025,3.33333E+11,EKS,Data,prod,87.66
01-04-2025,2.22222E+11,EKS,Data,prod,78.77
01-04-2025,1.11111E+11,EC2,Core,staging,202.28
01-04-2025,3.33333E+11,EC2,Web,staging,171.51
01-04-2025,3.33333E+11,S3,Web,prod,74.88
01-04-2025,1.11111E+11,RDS,Web,prod,171.22
02-04-2025,1.11111E+11,EKS,Web,prod,148.02
02-04-2025,3.33333E+11,EKS,Data,prod,172.51
02-04-2025,3.33333E+11,S3,Data,prod,84.93
02-04-2025,2.22222E+11,EC2,Web,prod,420.18
02-04-2025,2.22222E+11,EC2,Web,prod,421.7
02-04-2025,3.33333E+11,S3,Data,prod,88
02-04-2025,2.22222E+11,EC2,Data,staging,171.33
02-04-2025,2.22222E+11,Lambda,Web,prod,10.2
02-04-2025,2.22222E+11,Lambda,Data,prod,12.63
03-04-2025,2.22222E+11,EKS,Web,prod,153.71
03-04-2025,3.33333E+11,RDS,Web,prod,131.91
03-04-2025,3.33333E+11,S3,Data,prod,63.68
03-04-2025,2.22222E+11,EC2,Core,prod,462.15
03-04-2025,1.11111E+11,Lambda,Data,prod,26.87
03-04-2025,1.11111E+11,Lambda,Data,prod,3.58
03-04-2025,2.22222E+11,Lambda,Web,dev,14.55
03-04-2025,1.11111E+11,Lambda,Core,prod,30.06
04-04-2025,1.11111E+11,RDS,Data,prod,130.89
04-04-2025,2.22222E+11,EC2,Data,prod,280.74
04-04-2025,2.22222E+11,Lambda,Web,staging,19.42
04-04-2025,2.22222E+11,EKS,Data,staging,53.22
04-04-2025,2.22222E+11,EKS,Core,prod,77.28
04-04-2025,1.11111E+11,S3,Data,prod,73.81
04-04-2025,1.11111E+11,Lambda,Data,prod,29.39
05-04-2025,3.33333E+11,EKS,Web,prod,196.58
05-04-2025,3.33333E+11,EC2,Data,staging,130.9
05-04-2025,2.22222E+11,Lambda,Core,staging,17.75
05-04-2025,2.22222E+11,Lambda,Core,dev,1.13
05-04-2025,1.11111E+11,S3,Data,dev,28.38
05-04-2025,1.11111E+11,EKS,Data,prod,166.47
05-04-2025,1.11111E+11,EKS,Core,staging,68.53
05-04-2025,1.11111E+11,S3,Web,prod,81.5
05-04-2025,2.22222E+11,Lambda,Web,prod,26.53
06-04-2025,1.11111E+11,S3,Core,staging,51.75
06-04-2025,3.33333E+11,RDS,Web,prod,60.15
06-04-2025,3.33333E+11,S3,Data,dev,30.47
06-04-2025,2.22222E+11,RDS,Web,prod,67.19
06-04-2025,3.33333E+11,EC2,Core,dev,100.61
06-04-2025,2.22222E+11,EC2,Data,staging,143.7
06-04-2025,1.11111E+11,S3,Core,prod,71.6
06-04-2025,2.22222E+11,S3,Web,prod,95.02
06-04-2025,1.11111E+11,Lambda,Web,prod,22.2
06-04-2025,2.22222E+11,EKS,Data,prod,108.16
07-04-2025,2.22222E+11,Lambda,Web,prod,10.52
07-04-2025,2.22222E+11,EKS,Data,prod,104.76
07-04-2025,1.11111E+11,EC2,Web,dev,114.44
07-04-2025,3.33333E+11,RDS,Core,staging,58.62
07-04-2025,2.22222E+11,S3,Data,staging,43.31
07-04-2025,2.22222E+11,RDS,Data,staging,28.1
08-04-2025,3.33333E+11,Lambda,Core,prod,33.52
08-04-2025,2.22222E+11,RDS,Web,staging,29.55
08-04-2025,1.11111E+11,EC2,Web,staging,224.46
08-04-2025,2.22222E+11,EC2,Core,dev,118.28
08-04-2025,1.11111E+11,EKS,Data,prod,132.26
08-04-2025,2.22222E+11,S3,Web,dev,17.48
08-04-2025,3.33333E+11,RDS,Core,dev,23.49
08-04-2025,2.22222E+11,EC2,Web,prod,285.53
09-04-2025,2.22222E+11,S3,Core,prod,70.69
09-04-2025,2.22222E+11,S3,Data,staging,47.4
09-04-2025,3.33333E+11,EC2,Core,prod,401.16
09-04-2025,1.11111E+11,S3,Web,prod,103.01
09-04-2025,3.33333E+11,EKS,Core,prod,156.86
09-04-2025,2.22222E+11,EC2,Data,staging,216.56
10-04-2025,1.11111E+11,S3,Data,prod,84.62
10-04-2025,1.11111E+11,EC2,Data,prod,412.05
10-04-2025,2.22222E+11,S3,Data,staging,34.75
10-04-2025,1.11111E+11,S3,Core,prod,83.75
10-04-2025,1.11111E+11,Lambda,Web,prod,25.2
10-04-2025,2.22222E+11,S3,Web,staging,37.48
10-04-2025,2.22222E+11,Lambda,Web,prod,39.93
10-04-2025,1.11111E+11,EC2,Core,prod,393.36
10-04-2025,1.11111E+11,Lambda,Web,prod,31.15
11-04-2025,2.22222E+11,S3,Core,prod,104.64
11-04-2025,1.11111E+11,S3,Web,prod,92.9
11-04-2025,3.33333E+11,Lambda,Data,staging,13.5
11-04-2025,3.33333E+11,EC2,Web,dev,129.37
11-04-2025,1.11111E+11,Lambda,Web,prod,6.16
11-04-2025,3.33333E+11,EKS,Data,prod,155.7
11-04-2025,1.11111E+11,EKS,Data,prod,170
11-04-2025,2.22222E+11,Lambda,Core,prod,15.14
11-04-2025,1.11111E+11,RDS,Data,prod,118.62
12-04-2025,2.22222E+11,RDS,Web,staging,41.96
12-04-2025,2.22222E+11,EC2,Core,prod,240.34
12-04-2025,1.11111E+11,RDS,Core,prod,75.66
12-04-2025,1.11111E+11,EKS,Web,prod,154.59
12-04-2025,3.33333E+11,Lambda,Data,prod,17.66
12-04-2025,2.22222E+11,EC2,Web,prod,359.79
12-04-2025,3.33333E+11,S3,Data,prod,87.64
12-04-2025,1.11111E+11,Lambda,Core,dev,-5.75
12-04-2025,1.11111E+11,Lambda,Data,prod,14.81
12-04-2025,3.33333E+11,EC2,Data,staging,213.58
13-04-2025,1.11111E+11,S3,Core,dev,29.52
13-04-2025,1.11111E+11,EKS,Web,prod,160.28
13-04-2025,2.22222E+11,S3,Core,prod,98.26
13-04-2025,1.11111E+11,EC2,Core,prod,393.45
13-04-2025,2.22222E+11,Lambda,Web,staging,8.32
13-04-2025,3.33333E+11,RDS,Core,prod,104.54
13-04-2025,3.33333E+11,RDS,Web,dev,40.82
14-04-2025,2.22222E+11,EKS,Data,prod,127.98
14-04-2025,2.22222E+11,Lambda,Web,prod,37.8
14-04-2025,2.22222E+11,Lambda,Data,prod,15.5
14-04-2025,3.33333E+11,S3,Data,prod,41.78
14-04-2025,1.11111E+11,Lambda,Web,staging,19.64
14-04-2025,1.11111E+11,Lambda,Core,prod,23.73
15-04-2025,1.11111E+11,EC2,Data,prod,349.68
15-04-2025,1.11111E+11,S3,Core,prod,84.16
15-04-2025,3.33333E+11,EKS,Core,prod,116.03
15-04-2025,2.22222E+11,RDS,Data,staging,35.02
15-04-2025,3.33333E+11,RDS,Core,prod,85.81
15-04-2025,1.11111E+11,S3,Core,staging,54.34
16-04-2025,2.22222E+11,EC2,Data,staging,139.5
16-04-2025,2.22222E+11,RDS,Core,prod,82.21
16-04-2025,1.11111E+11,RDS,Core,prod,105.64
16-04-2025,2.22222E+11,Lambda,Core,prod,42.59
16-04-2025,3.33333E+11,EKS,Core,staging,68.01
16-04-2025,3.33333E+11,S3,Core,prod,99.19
17-04-2025,1.11111E+11,S3,Web,prod,50.17
17-04-2025,3.33333E+11,EC2,Data,prod,417.55
17-04-2025,3.33333E+11,EKS,Web,staging,55.76
17-04-2025,1.11111E+11,S3,Web,dev,16.27
17-04-2025,2.22222E+11,EKS,Core,dev,41.57
17-04-2025,1.11111E+11,RDS,Core,prod,140.24
17-04-2025,1.11111E+11,Lambda,Data,staging,24.57
17-04-2025,2.22222E+11,EKS,Web,prod,195.88
17-04-2025,1.11111E+11,Lambda,Core,prod,11.36
18-04-2025,1.11111E+11,Lambda,Web,prod,26.03
18-04-2025,3.33333E+11,S3,Core,prod,77.94
18-04-2025,2.22222E+11,EKS,Web,staging,59.18
18-04-2025,2.22222E+11,RDS,Data,prod,111.82
18-04-2025,1.11111E+11,S3,Core,staging,24.8
18-04-2025,3.33333E+11,EC2,Core,prod,331.71
18-04-2025,2.22222E+11,EKS,Data,prod,146.27
18-04-2025,3.33333E+11,RDS,Core,prod,124.7
18-04-2025,2.22222E+11,RDS,Core,prod,133.94
19-04-2025,3.33333E+11,Lambda,Core,prod,21.74
19-04-2025,2.22222E+11,S3,Core,staging,42.23
19-04-2025,2.22222E+11,EKS,Web,prod,114.07
19-04-2025,2.22222E+11,RDS,Core,prod,95.78
19-04-2025,2.22222E+11,EKS,Web,staging,102.01
19-04-2025,1.11111E+11,EC2,Data,prod,500.74
19-04-2025,1.11111E+11,EC2,Core,prod,318.72
19-04-2025,1.11111E+11,S3,Core,staging,22.02
20-04-2025,3.33333E+11,EC2,Web,prod,333.74
20-04-2025,1.11111E+11,EC2,Core,prod,315.73
20-04-2025,3.33333E+11,EKS,Core,prod,108.07
20-04-2025,2.22222E+11,EC2,Core,dev,119.96
20-04-2025,1.11111E+11,S3,Web,prod,71.55
20-04-2025,3.33333E+11,EKS,Data,prod,111.84
20-04-2025,3.33333E+11,EKS,Core,prod,197.16
20-04-2025,1.11111E+11,RDS,Data,prod,81.28
21-04-2025,1.11111E+11,Lambda,Web,prod,25.48
21-04-2025,3.33333E+11,RDS,Data,prod,145.04
21-04-2025,3.33333E+11,EKS,Core,prod,44.68
21-04-2025,2.22222E+11,S3,Data,prod,103.46
21-04-2025,3.33333E+11,S3,Web,dev,17.92
21-04-2025,3.33333E+11,EC2,Data,staging,207.17
21-04-2025,2.22222E+11,EKS,Web,staging,41.77
22-04-2025,3.33333E+11,Lambda,Data,prod,25.33
22-04-2025,1.11111E+11,EC2,Data,prod,266.26
22-04-2025,1.11111E+11,RDS,Core,staging,53.91
22-04-2025,2.22222E+11,Lambda,Data,staging,6.14
22-04-2025,1.11111E+11,S3,Core,prod,82.75
22-04-2025,1.11111E+11,RDS,Web,staging,52.16
22-04-2025,3.33333E+11,EC2,Core,prod,370.17
22-04-2025,2.22222E+11,RDS,Core,prod,134.31
23-04-2025,2.22222E+11,RDS,Web,prod,128.88
23-04-2025,3.33333E+11,RDS,Web,prod,45.62
23-04-2025,3.33333E+11,S3,Data,prod,85.42
23-04-2025,1.11111E+11,EKS,Core,prod,153.11
23-04-2025,1.11111E+11,Lambda,Core,prod,39.1
23-04-2025,2.22222E+11,EC2,Data,dev,120.63
23-04-2025,1.11111E+11,S3,Data,staging,25.08
23-04-2025,2.22222E+11,EC2,Core,prod,458.46
23-04-2025,3.33333E+11,S3,Core,staging,36.59
23-04-2025,2.22222E+11,EC2,Data,staging,228.29
24-04-2025,3.33333E+11,EC2,Data,prod,325.62
24-04-2025,1.11111E+11,S3,Web,dev,28.94
24-04-2025,3.33333E+11,EKS,Web,prod,108.62
24-04-2025,3.33333E+11,Lambda,Web,dev,9.94
24-04-2025,3.33333E+11,RDS,Core,staging,61.22
24-04-2025,1.11111E+11,EKS,Data,staging,97.36
24-04-2025,2.22222E+11,S3,Core,staging,34.21
24-04-2025,3.33333E+11,Lambda,Data,staging,4.92
24-04-2025,3.33333E+11,EC2,Core,prod,285.08
25-04-2025,1.11111E+11,Lambda,Core,dev,-1.35
25-04-2025,1.11111E+11,RDS,Web,prod,113.75
25-04-2025,2.22222E+11,RDS,Core,prod,102.6
25-04-2025,1.11111E+11,RDS,Data,prod,116.4
25-04-2025,1.11111E+11,S3,Web,prod,83.97
25-04-2025,2.22222E+11,EC2,Web,prod,378.23
25-04-2025,2.22222E+11,EKS,Web,prod,154.56
25-04-2025,1.11111E+11,EKS,Data,dev,44.19
25-04-2025,2.22222E+11,Lambda,Data,prod,47.32
25-04-2025,2.22222E+11,Lambda,Web,staging,15.21
26-04-2025,1.11111E+11,EKS,Core,staging,76.25
26-04-2025,1.11111E+11,RDS,Core,prod,110.76
26-04-2025,1.11111E+11,EC2,Data,prod,427.82
26-04-2025,2.22222E+11,S3,Web,prod,58.12
26-04-2025,1.11111E+11,RDS,Web,dev,11.79
26-04-2025,2.22222E+11,EC2,Data,dev,141.61
26-04-2025,1.11111E+11,Lambda,Data,prod,26.24
27-04-2025,2.22222E+11,S3,Core,prod,105.87
27-04-2025,3.33333E+11,Lambda,Data,staging,11.03
27-04-2025,2.22222E+11,S3,Core,prod,41.98
27-04-2025,3.33333E+11,Lambda,Data,prod,15.96
27-04-2025,2.22222E+11,EC2,Data,prod,290.67
27-04-2025,3.33333E+11,Lambda,Data,prod,28.98
28-04-2025,1.11111E+11,S3,Web,prod,40.01
28-04-2025,1.11111E+11,EKS,Core,prod,134.69
28-04-2025,2.22222E+11,EKS,Data,dev,30.01
28-04-2025,2.22222E+11,EC2,Web,prod,344.4
28-04-2025,1.11111E+11,RDS,Data,prod,111.93
28-04-2025,2.22222E+11,EC2,Data,prod,415.14
29-04-2025,1.11111E+11,RDS,Web,prod,129.29
29-04-2025,3.33333E+11,EC2,Core,staging,192.15
29-04-2025,3.33333E+11,EKS,Web,prod,134.69
29-04-2025,1.11111E+11,EKS,Web,prod,122.86
29-04-2025,3.33333E+11,EKS,Web,dev,28.29
29-04-2025,2.22222E+11,RDS,Core,prod,131.33
29-04-2025,3.33333E+11,EC2,Web,prod,351.24
29-04-2025,3.33333E+11,Lambda,Web,dev,-5.18
30-04-2025,1.11111E+11,EKS,Core,dev,40.09
30-04-2025,1.11111E+11,S3,Core,prod,50.6
